Author,Title,Date,Number of Comments,Number of Characters in Title,Number of Characters in Context,Number of Images,Context Path,Generation
asuka.saito,うしゃしゃ、乳酸菌の日は本当にあったみたいッすね。毎月23日と、2月3日みたいッすね。けへぺろッすね。てへぺろじゃないッすね。こう いう時こそ使うべきみたいッすね、けへぺろ。わりとまじで今けへぺろ状態ッすね。ちょっと恥ずかしいッすね、別に気にしないけど。って ことで最近は毎日青汁を飲んでおりまッす。,2013/07/11,468,150,389,3,D:\Nogizaka\project\blogs\asuka.saito\2013.07.11_うしゃしゃ、乳酸菌の日は本当にあったみたいッすね。毎月23日と、2月3日みたいッすね。けへぺろッすね。てへぺろじゃないッすね。こう いう時こそ使うべきみたいッすね、けへぺろ。わりとまじで今けへぺろ状態\2013.07.11_うしゃしゃ、乳酸菌の日は本当にあったみたいッすね。毎月23日と、2月3日みたいッすね。けへぺろッすね。てへぺろじゃないッすね。こう いう時こそ使うべきみたいッすね、けへぺろ。わりとまじで今けへぺろ状態.txt,1
asuka.saito,今日は乳酸菌の日！ ！ 知らなかったで しょー？ 誰も知ら なかったでしょー？ ふふふ わかってる わかってる。あしゅ がもの知り小娘って 言いたいんだよね？  うんうんわかって る、もういいんだ。  え？なんで今日が 乳酸菌の日って知っ てるかだってー？  だってね、今あしゅ が勝手に作ったのー ！ずん！ けへぺろ ！てへぺろならぬ、 けへぺろ！けへへ！  ミルク飲んで寝よ。す,2013/07/09,469,191,865,3,D:\Nogizaka\project\blogs\asuka.saito\2013.07.09_今日は乳酸菌の日！ ！ 知らなかったで しょー？ 誰も知ら なかったでしょー？ ふふふ わかってる わかってる。あしゅ がもの知り小娘って 言いたいんだよね？  うんうんわかって る、もういいんだ。 \2013.07.09_今日は乳酸菌の日！ ！ 知らなかったで しょー？ 誰も知ら なかったでしょー？ ふふふ わかってる わかってる。あしゅ がもの知り小娘って 言いたいんだよね？  うんうんわかって る、もういいんだ。 .txt,1
asuka.saito,こないだ星野さん樋 口さん和田さんあし ゅの4人で、や...や きにくいってきまし た(照)←  語るよ語 るよ！とか言ってお 肉でてきたら焼くの に必死たべるのに必 死で、結局全然語れ ず...(笑) じゃあちょ っとどっかで飲み物 でものみながら語ろ っか！とか言ってお 店入ったのはいいけ どお腹いっぱいすぎ てお飲み物すら入ら なそうでお店をでて (笑)結局ぶらぶらし ながらちょっとおし ゃべりしてすぐ帰り ましたけどね？(笑)  またすぐ語る約束し てます(笑) 嗚呼血豆 が愛しい。,2013/07/05,430,248,1658,4,D:\Nogizaka\project\blogs\asuka.saito\2013.07.05_こないだ星野さん樋 口さん和田さんあし ゅの4人で、や...や きにくいってきまし た(照)←  語るよ語 るよ！とか言ってお 肉でてきたら焼くの に必死たべるのに必 死で、結局全然語れ ず...(笑\2013.07.05_こないだ星野さん樋 口さん和田さんあし ゅの4人で、や...や きにくいってきまし た(照)←  語るよ語 るよ！とか言ってお 肉でてきたら焼くの に必死たべるのに必 死で、結局全然語れ ず...(笑.txt,1
asuka.saito,朝日新聞さんの、乃木坂Choiseであしゅが書いた短めかつ、よくわからない文章を紹介していただいてます。えっとちょっとねこの記事を書くためにね、朝日新聞さんのホームページを開きまして、たたーって読んでたんです。あーこれについて書きたい。あーでもこっちのがみなさんが読みやすいのかなー。とかたくさん考えてて。でもね、 高城さんの名前をみた瞬間にそれらが全て吹き飛んでしまいましたよ(笑) AKB48のAKがみえた辺りで吹き飛んでたよ。JKT48のJKがみえた辺りで吹,2013/07/01,444,232,1039,3,D:\Nogizaka\project\blogs\asuka.saito\2013.07.01_朝日新聞さんの、乃木坂Choiseであしゅが書いた短めかつ、よくわからない文章を紹介していただいてます。えっとちょっとねこの記事を書くためにね、朝日新聞さんのホームページを開きまして、たたーって読んで\2013.07.01_朝日新聞さんの、乃木坂Choiseであしゅが書いた短めかつ、よくわからない文章を紹介していただいてます。えっとちょっとねこの記事を書くためにね、朝日新聞さんのホームページを開きまして、たたーって読んで.txt,1
asuka.saito,ふふふふふ...皆の衆 、気づいたか...？？  前回の記事に載っ けた、あみレタスの キャップ「BAD」。前 に載っけたUTBさんの オフショットでかぶ っていたキャップ... 「BOY」。 つなげて みたまえふっふっふ っふ......。そうだ！ ただの宣伝だ！だっ て映画だよ？映画に なるんだよ？すごく ない？なんかかっこ よくない？？ え？ なんで私が宣伝して るのかって？ そり ゃあもちろん......私 ...その映画に......... でないよーーーーー だ！べ！！(笑) まあ ほら、乃木,2013/06/26,476,255,4754,4,D:\Nogizaka\project\blogs\asuka.saito\2013.06.26_ふふふふふ...皆の衆 、気づいたか...？？  前回の記事に載っ けた、あみレタスの キャップ「BAD」。前 に載っけたUTBさんの オフショットでかぶ っていたキャップ... 「BOY」。 つなげ\2013.06.26_ふふふふふ...皆の衆 、気づいたか...？？  前回の記事に載っ けた、あみレタスの キャップ「BAD」。前 に載っけたUTBさんの オフショットでかぶ っていたキャップ... 「BOY」。 つなげ.txt,1
asuka.saito,前回の記事の眼帯写 真と最後に書いた 2 時間しか寝てないは ー ってやつ、ほと んど心配のコメント で埋まっていてびっ くりした！笑  心配 してくれるのは嬉し いけど、あしゅはそ んな、やわじゃねえ ぜ？(イケボ) 念のた め説明しますと...眼 帯は厨二病じゃない です(笑) いや確かに 眼帯女子すきだけど ！六花ちゃん好きだ けど！(笑) でも心配 いりませんよー大丈 夫！もう治ったから はずしてますしねー ！＊  あと2時間しか ...ってのは、完全に ネタです(笑) ええも ちろん大好きなミサ,2013/06/24,391,255,678,4,D:\Nogizaka\project\blogs\asuka.saito\2013.06.24_前回の記事の眼帯写 真と最後に書いた 2 時間しか寝てないは ー ってやつ、ほと んど心配のコメント で埋まっていてびっ くりした！笑  心配 してくれるのは嬉し いけど、あしゅはそ んな、やわじゃね\2013.06.24_前回の記事の眼帯写 真と最後に書いた 2 時間しか寝てないは ー ってやつ、ほと んど心配のコメント で埋まっていてびっ くりした！笑  心配 してくれるのは嬉し いけど、あしゅはそ んな、やわじゃね.txt,1
asuka.saito,短いと逆に心配にな るわ(笑) とか、あた たかい言葉をかけて くださるんですよね ......全部 (笑)ついて るけど...(笑) ちゃう ねん最近改めてみな さんに支えられてる なって思うんです本 当に。すごい子が集 まってる乃木坂で、 あしゅを見つけてく れてありがとう。... ...っていう感動的な 始まりをしたかった んです前回の記事で 。微妙なところで限 界こえちゃったから できなかったーちっ くそ！！ オヌヌメ の小説とかまんがと かたくさん教えてく ださりありがとう＊  みなさんに結構オ,2013/06/21,355,255,1222,5,D:\Nogizaka\project\blogs\asuka.saito\2013.06.21_短いと逆に心配にな るわ(笑) とか、あた たかい言葉をかけて くださるんですよね ......全部 (笑)ついて るけど...(笑) ちゃう ねん最近改めてみな さんに支えられてる なって思うんです\2013.06.21_短いと逆に心配にな るわ(笑) とか、あた たかい言葉をかけて くださるんですよね ......全部 (笑)ついて るけど...(笑) ちゃう ねん最近改めてみな さんに支えられてる なって思うんです.txt,1
asuka.saito,違う、違うんだ。前回の記事のタイトルでさ、ほら、私のブログは長いみたいなこと書いたじゃないですか。だけどね それはね、いつもの事であって...んっと 、えっと何が言いたいかと言いますと......前回のブログ長すぎィ！ってこと。。。書きたいこと全部書いたらあんな長さになってしまった...笑  みなさん読むの大変だったよねごめんなさいいい←   ...でもこうやって書いたらみなさん優しいから、長くなきゃあしゅじゃない(笑) とか、長いほうが読み応えあるよ(笑)とか、短いと逆に心配,2013/06/15,479,241,1178,3,D:\Nogizaka\project\blogs\asuka.saito\2013.06.15_違う、違うんだ。前回の記事のタイトルでさ、ほら、私のブログは長いみたいなこと書いたじゃないですか。だけどね それはね、いつもの事であって...んっと 、えっと何が言いたいかと言いますと......前回\2013.06.15_違う、違うんだ。前回の記事のタイトルでさ、ほら、私のブログは長いみたいなこと書いたじゃないですか。だけどね それはね、いつもの事であって...んっと 、えっと何が言いたいかと言いますと......前回.txt,1
asuka.saito,あーーー長い。どう して私のブログは長 いんだろう。いや今 に始まったことじゃ ないのくらいわかっ ておるのだ。それに しても長い。ただこ の記事本当は昨日の 夜アップしようとし ていたのだ。え、な ぜ今日になったのか って？ もちろん決 まっているじゃない か、総選挙みていた ら泣いて疲れて寝て しまったのだよ、あ あ携帯を握りしめて だ。嘘だろうが！(c) と思ったかい？ ふ っふっふ、なら確か めてみるといい。  方法など知らないさ 、えぇ？自分で考え てくれたまえ。はは は。 あーー、アイ ドルや,2013/06/09,491,255,3161,4,D:\Nogizaka\project\blogs\asuka.saito\2013.06.09_あーーー長い。どう して私のブログは長 いんだろう。いや今 に始まったことじゃ ないのくらいわかっ ておるのだ。それに しても長い。ただこ の記事本当は昨日の 夜アップしようとし ていたのだ。え、な \2013.06.09_あーーー長い。どう して私のブログは長 いんだろう。いや今 に始まったことじゃ ないのくらいわかっ ておるのだ。それに しても長い。ただこ の記事本当は昨日の 夜アップしようとし ていたのだ。え、な .txt,1
asuka.saito,こないだ、部屋にわ たしがいるのに兄2 に電気を消されて、 なんともいえない気 持ちになりましたど うも(笑) 思わず自分 の存在を確認したよ ね(笑) ほっぺ触って みたよね(笑) 消され た後、え？なんで消 したの？ って言っ たけどそれすら聞こ えてなかったらしい ね(笑) あれ？わたし 足あるよね？(笑)   てか暗闇こわいよね (笑) 最近音楽があれ ば1人でお風呂大丈 夫になってきた疑惑 のあるわたしだけど 、さすがに真っ暗は こわいよね(笑) 音が ないのってこわいよ ね(笑)  今日は麺類,2013/06/05,475,255,2201,5,D:\Nogizaka\project\blogs\asuka.saito\2013.06.05_こないだ、部屋にわ たしがいるのに兄2 に電気を消されて、 なんともいえない気 持ちになりましたど うも(笑) 思わず自分 の存在を確認したよ ね(笑) ほっぺ触って みたよね(笑) 消され た後、え\2013.06.05_こないだ、部屋にわ たしがいるのに兄2 に電気を消されて、 なんともいえない気 持ちになりましたど うも(笑) 思わず自分 の存在を確認したよ ね(笑) ほっぺ触って みたよね(笑) 消され た後、え.txt,1
asuka.saito,今日は、プリンシパ ルのリハをした。楽 しかった。愛未と同 じ部屋になった。ー ー私たち仲が良いわ けじゃないので、中 途半端な仲なので、 プリンシパル中ずっ と同じ部屋とか、つ らたんなんですよね 。とか、インタビュ ー対談っぽく何度も 言ってる。2人で。  そんな能條さんに、 さきほど、あ今の飛 鳥ねアメリカンスク ールに通ってる人っ ぽいよー。多分名前 はテレサ・ゴメス。 って言われました... 。近くにいた一実さ んや川後さんも、わ かるぅ～とかわざと らしく言ってます。 笑 ......これ、ど,2013/05/31,487,255,898,4,D:\Nogizaka\project\blogs\asuka.saito\2013.05.31_今日は、プリンシパ ルのリハをした。楽 しかった。愛未と同 じ部屋になった。ー ー私たち仲が良いわ けじゃないので、中 途半端な仲なので、 プリンシパル中ずっ と同じ部屋とか、つ らたんなんですよね \2013.05.31_今日は、プリンシパ ルのリハをした。楽 しかった。愛未と同 じ部屋になった。ー ー私たち仲が良いわ けじゃないので、中 途半端な仲なので、 プリンシパル中ずっ と同じ部屋とか、つ らたんなんですよね .txt,1
asuka.saito,すいやせん！！大事 なお知らせッす！  あしゅの初ソログラ ビアが載っているUTB さん、24日発売と言 ってたんですが、違 います！笑  あしゅ の初ソログラビアが 載っている『UTB＋』 さんは、今日23日発 売です！！ みんな さん！買ってくれ！ 笑 いや切実に！初 だよ？初ソログラビ アだよ？買うしかな いっしょ？え？買わ ないの？......しょぼ ーーん。 さっきパ パが買ってきてくれ たからチラッとみた ら結構いい感じに撮 っていただけてたん だけどなーー、いい のかなーー買わなく てーー、,2013/05/23,593,255,895,3,D:\Nogizaka\project\blogs\asuka.saito\2013.05.23_すいやせん！！大事 なお知らせッす！  あしゅの初ソログラ ビアが載っているUTB さん、24日発売と言 ってたんですが、違 います！笑  あしゅ の初ソログラビアが 載っている『UTB＋』 さんは、\2013.05.23_すいやせん！！大事 なお知らせッす！  あしゅの初ソログラ ビアが載っているUTB さん、24日発売と言 ってたんですが、違 います！笑  あしゅ の初ソログラビアが 載っている『UTB＋』 さんは、.txt,1
asuka.saito,そうだ、なんと私は 、あの交差点を1人 で渡ったのだ。いつ も誰かにくっついて いなきゃ渡れないあ の交差点を、1人で 。あぁ、こうやって 大人になっていくん だな、としみじみし た。え？ほんとに1 人で行けたのかって ？ふふふ......もちろ ん無意味にケータイ を耳に当てながらビ クビク震えていたさ 。な、ジョルジョバ ータサ？  ーーーこ れが前回の記事のタ イトルの続きだ。前 回も限界を超えてし まい途中で途切れた が、それよりあとの 文章だけ載せると、 なんとも短いのだ。 しかも、これだけだ ,2013/05/20,473,255,2206,3,D:\Nogizaka\project\blogs\asuka.saito\2013.05.20_そうだ、なんと私は 、あの交差点を1人 で渡ったのだ。いつ も誰かにくっついて いなきゃ渡れないあ の交差点を、1人で 。あぁ、こうやって 大人になっていくん だな、としみじみし た。え？ほんとに1 \2013.05.20_そうだ、なんと私は 、あの交差点を1人 で渡ったのだ。いつ も誰かにくっついて いなきゃ渡れないあ の交差点を、1人で 。あぁ、こうやって 大人になっていくん だな、としみじみし た。え？ほんとに1 .txt,1
asuka.saito,今日はお肉をたべた 。本当はあるお仕事 の後に美容院に行く はずだった。能條さ んに予約をとっても らった。美容院はお 休みだった。なんて ことだ。あ、焼肉た べたいね。そうだね 。なんて会話をしつ つお仕事後に私が着 いたのは渋谷の駅で あった。ちはるさん 能條さんと合流した 。2人はCDショップに 居た。そうだ、なん と私は、あの交差点 を1人で渡ったのだ 。いつも誰かにくっ ついていなきゃ渡れ ないあの交差点を、 1人で。あぁ、こう やって大人になって いくんだな、としみ じみした。え？ほん とに1,2013/05/15,486,255,976,6,D:\Nogizaka\project\blogs\asuka.saito\2013.05.15_今日はお肉をたべた 。本当はあるお仕事 の後に美容院に行く はずだった。能條さ んに予約をとっても らった。美容院はお 休みだった。なんて ことだ。あ、焼肉た べたいね。そうだね 。なんて会話をしつ \2013.05.15_今日はお肉をたべた 。本当はあるお仕事 の後に美容院に行く はずだった。能條さ んに予約をとっても らった。美容院はお 休みだった。なんて ことだ。あ、焼肉た べたいね。そうだね 。なんて会話をしつ .txt,1
asuka.saito,最近さゆりんりんご に潰されそうです。 いや潰すっていうの は何かそういうのじ ゃなくて、本っ当に 潰されそうなんすよ 。笑  さゆりんご曰 く、可愛すぎて潰し ちゃいそう。 らし いです笑 でもその 可愛いってのが多分 、赤ちゃんとかに対 する可愛いなんよね 。笑  というわけで 今朝のさゆりんごさ んは、目の下が毒リ ンゴです。いやなん かね、昨日の夜メイ クをしっかり落とさ ず寝てしまったらし く......まいやんと、 不潔！って言い合っ てました笑 故に目 の下が毒リンゴ！  ちなみに毒リンゴは,2013/05/12,484,255,2471,2,D:\Nogizaka\project\blogs\asuka.saito\2013.05.12_最近さゆりんりんご に潰されそうです。 いや潰すっていうの は何かそういうのじ ゃなくて、本っ当に 潰されそうなんすよ 。笑  さゆりんご曰 く、可愛すぎて潰し ちゃいそう。 らし いです笑 でもその\2013.05.12_最近さゆりんりんご に潰されそうです。 いや潰すっていうの は何かそういうのじ ゃなくて、本っ当に 潰されそうなんすよ 。笑  さゆりんご曰 く、可愛すぎて潰し ちゃいそう。 らし いです笑 でもその.txt,1
asuka.saito,あぁ...私はこれから どうやって生きてい けばいいんだ......。  みなさん聞いてく ださいよう。あのね 、携帯にいれてた音 楽がね、全部消えち ゃったんです...。  あぁあぁぁああぁあ せっかく色んなアイ ドルさんとかボカロ とか、歌い手さんの も集めたのに(泣) も うやっていけない... だれか助けてくださ い(笑) ってことでオ ヌヌメのアーティス トさん、曲、教えて ください入れ直すの でへっへへ,2013/05/08,570,209,1032,3,D:\Nogizaka\project\blogs\asuka.saito\2013.05.08_あぁ...私はこれから どうやって生きてい けばいいんだ......。  みなさん聞いてく ださいよう。あのね 、携帯にいれてた音 楽がね、全部消えち ゃったんです...。  あぁあぁぁああぁあ せっ\2013.05.08_あぁ...私はこれから どうやって生きてい けばいいんだ......。  みなさん聞いてく ださいよう。あのね 、携帯にいれてた音 楽がね、全部消えち ゃったんです...。  あぁあぁぁああぁあ せっ.txt,1
asuka.saito,最近 すかにゃん っ て呼ばれてますどう も齋藤飛鳥です(笑)  としは14歳、ちなみ にもう最年少ではな くなりました(笑) い やいやいや、そこは 気にしなくていいと ころ(笑) ねぇきいて る？ ねーぇーきい てるのー？？ じゃ あさじゃあさ、今日 のお昼の公演みてく ださった方はさ、あ しゅの沢村どうだっ たか感想おせーてー ？ いいー？ みてな い方、これからもみ れない方は、ちょっ と今から自宅訪問す るから待ってなくて いいや自宅訪問やっ ぱしないや。笑 ず ぎん！！,2013/05/04,530,243,1426,4,D:\Nogizaka\project\blogs\asuka.saito\2013.05.04_最近 すかにゃん っ て呼ばれてますどう も齋藤飛鳥です(笑)  としは14歳、ちなみ にもう最年少ではな くなりました(笑) い やいやいや、そこは 気にしなくていいと ころ(笑) ねぇきいて る？\2013.05.04_最近 すかにゃん っ て呼ばれてますどう も齋藤飛鳥です(笑)  としは14歳、ちなみ にもう最年少ではな くなりました(笑) い やいやいや、そこは 気にしなくていいと ころ(笑) ねぇきいて る？.txt,1
asuka.saito, こないだ、1日で6個もパンを食べました。それも、小さいのを6個とかじゃなくて、ちゃんとした、パン！って感じのパンを6個。ふふふ...さすがやろ？ そして昨日は、アイスを3つ食べました。うん、おでぶ♡笑  でもなー？ しゃーないねんー でもなー？真夏ブログにあったように、食べながら寝ちゃうんよねー 別に疲れてるとかじゃなくてね？ こう...もぐもぐして...おいしいなぁ...もぐもぐ。おいしいねぇ...もぐも、すーーすーー って事なんですわふっふふ。とにかく恥ずかしいからおわり！,2013/04/30,601,242,998,3,D:\Nogizaka\project\blogs\asuka.saito\2013.04.30_ こないだ、1日で6個もパンを食べました。それも、小さいのを6個とかじゃなくて、ちゃんとした、パン！って感じのパンを6個。ふふふ...さすがやろ？ そして昨日は、アイスを3つ食べました。うん、おでぶ♡\2013.04.30_ こないだ、1日で6個もパンを食べました。それも、小さいのを6個とかじゃなくて、ちゃんとした、パン！って感じのパンを6個。ふふふ...さすがやろ？ そして昨日は、アイスを3つ食べました。うん、おでぶ♡.txt,1
asuka.saito,"あああ武道館......いきてええええ...  あんもあんも。 ーー""あんもあんも""っていう言葉は、とっても便利だと思う。例えば！  あーアイス食べたいなー。 って誰かが言ってたら、あんもあんも！って言える。  頭いたい...って言ってたら、あんもあんも。。。 って言える。  あれ......そこまで便利じゃなかった。笑  ちなみに あんもあんも の意味は、私も私も！ っていうことです。いや能條さんってさ、自分のこと 愛未っていうのね？ それで、愛未も愛未も！ って言ってるつもりなんだろうけど、あんもあん",2013/04/27,466,255,1445,4,D:\Nogizaka\project\blogs\asuka.saito\2013.04.27_あああ武道館......いきてええええ...  あんもあんも。 ーーあんもあんもっていう言葉は、とっても便利だと思う。例えば！  あーアイス食べたいなー。 って誰かが言ってたら、あんもあんも！って言え\2013.04.27_あああ武道館......いきてええええ...  あんもあんも。 ーーあんもあんもっていう言葉は、とっても便利だと思う。例えば！  あーアイス食べたいなー。 って誰かが言ってたら、あんもあんも！って言え.txt,1
asuka.saito,さっき、京都から新幹線で帰ってたんですが、になちま(樋口さん)とお隣で座ってたんです。それで2人で、新幹線の中でお姉さんが売ってるアイスが食べたい！って言ってて、新幹線乗った瞬間から、アイス食べようね～ って言い合ってたんですよ。それで乗ってたんだけど、名古屋を過ぎてもお姉さんが来ない来ない......。もうちょい待ったら来るはず！って信じて待っててもなかなか来なくて、もう待ちきれないよ～と思ったんであしゅは、ちょっと上に腕をのばして指を鳴らしたんですよ。ああもちろん音は鳴りませんでしたよ(笑) 0 Iu,2013/04/21,595,255,2228,4,D:\Nogizaka\project\blogs\asuka.saito\2013.04.21_さっき、京都から新幹線で帰ってたんですが、になちま(樋口さん)とお隣で座ってたんです。それで2人で、新幹線の中でお姉さんが売ってるアイスが食べたい！って言ってて、新幹線乗った瞬間から、アイス食べようね\2013.04.21_さっき、京都から新幹線で帰ってたんですが、になちま(樋口さん)とお隣で座ってたんです。それで2人で、新幹線の中でお姉さんが売ってるアイスが食べたい！って言ってて、新幹線乗った瞬間から、アイス食べようね.txt,1
asuka.saito, 前回のブログの1枚目の写真は樋口ひなちまに撮ってもらいましたー ちょこびん！ っていう効果音も、になちまが考えたんだよー あのねその握手会の帰りにね、車でも新幹線でも川後とになちまが隣だったんだけど、なんかその日は、すっごいすっごい可愛がられた(笑) あごとかほっぺたとか、たくさん触られて、寝顔もたくさん写真撮られて、可愛い可愛い～って言われて、なんかびっくりするくらい可愛がられてた！ な、なぜだ...(笑)  よーし生駒てぃんと二次元に浸ってこよ。,2013/04/20,334,228,1504,3,D:\Nogizaka\project\blogs\asuka.saito\2013.04.20_ 前回のブログの1枚目の写真は樋口ひなちまに撮ってもらいましたー ちょこびん！ っていう効果音も、になちまが考えたんだよー あのねその握手会の帰りにね、車でも新幹線でも川後とになちまが隣だったんだけど\2013.04.20_ 前回のブログの1枚目の写真は樋口ひなちまに撮ってもらいましたー ちょこびん！ っていう効果音も、になちまが考えたんだよー あのねその握手会の帰りにね、車でも新幹線でも川後とになちまが隣だったんだけど.txt,1
asuka.saito,名古屋名古屋名古屋！！ 握手会が1部からだったので、あしゅも名古屋に前乗りしました！ 前乗り組でご飯を食べて、ホテルに行ったんですが、そこで事件が！ なんとホテルの部屋が...シングルでっっす！ これはアカン！って思って、とりあえず 樋口川後和田が私の部屋に集まろうってことになったんですよ。 そしたらね、近くに生駒ちゃんがいたんだけど、生駒ちゃんが このホテルは怖いからあしゅりんの部屋行ってもいい？ って言って！！ みんなで1つの部屋に大集合することになったんです！ ...と、思ったら！ やっぱりあしゅり,2013/04/14,510,255,1158,3,D:\Nogizaka\project\blogs\asuka.saito\2013.04.14_名古屋名古屋名古屋！！ 握手会が1部からだったので、あしゅも名古屋に前乗りしました！ 前乗り組でご飯を食べて、ホテルに行ったんですが、そこで事件が！ なんとホテルの部屋が...シングルでっっす！ これ\2013.04.14_名古屋名古屋名古屋！！ 握手会が1部からだったので、あしゅも名古屋に前乗りしました！ 前乗り組でご飯を食べて、ホテルに行ったんですが、そこで事件が！ なんとホテルの部屋が...シングルでっっす！ これ.txt,1
asuka.saito, よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！,2013/04/11,472,225,973,2,D:\Nogizaka\project\blogs\asuka.saito\2013.04.11_ よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ\2013.04.11_ よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ！よッッ.txt,1
asuka.saito, あのね...このまえブログに、 石塚汐花ちゃんのこと ちょびっと書いたじゃないですかー。したらね、 しおブロ(石塚汐花ちゃんブログ)に 私のことちょっと書いてあったの！！！ 発狂したよ。笑  だってまさかなんだもん。笑,2013/04/09,520,110,1612,2,D:\Nogizaka\project\blogs\asuka.saito\2013.04.09_ あのね...このまえブログに、 石塚汐花ちゃんのこと ちょびっと書いたじゃないですかー。したらね、 しおブロ(石塚汐花ちゃんブログ)に 私のことちょっと書いてあったの！！！ 発狂したよ。笑  だって\2013.04.09_ あのね...このまえブログに、 石塚汐花ちゃんのこと ちょびっと書いたじゃないですかー。したらね、 しおブロ(石塚汐花ちゃんブログ)に 私のことちょっと書いてあったの！！！ 発狂したよ。笑  だって.txt,1
asuka.saito, あのー、2/22に、乃木坂46デビュー1周年記念LIVEあったじゃないですか。 アンコールの前に、みんなから一言みたいなのあったんです。順番に喋って、おわったらステージの後ろに左右に開いた階段があるんですが、その開いてる隙間のとこにみんながギュッと並んで、階段がしまっていってバイバ～イってしたんです。みんなで一言いうときに、順番が能條と近かったんです。だから能條と、なんかしよーぜ！ って言ってて、本番能條と、ある事をしたんです。あー。とりあえずスカイツリー行きたい。,2013/04/04,462,236,1375,3,D:\Nogizaka\project\blogs\asuka.saito\2013.04.04_ あのー、222に、乃木坂46デビュー1周年記念LIVEあったじゃないですか。 アンコールの前に、みんなから一言みたいなのあったんです。順番に喋って、おわったらステージの後ろに左右に開いた階段があるん\2013.04.04_ あのー、222に、乃木坂46デビュー1周年記念LIVEあったじゃないですか。 アンコールの前に、みんなから一言みたいなのあったんです。順番に喋って、おわったらステージの後ろに左右に開いた階段があるん.txt,1
asuka.saito,"月刊エンタメ買いました。読みました。中田と川後がメンバーの事をドルヲタ目線で語るというコーナーがあり、わくわくしながら読んだのです。。。 あしゅりんのことは、""ドルヲタから見た理想のアイドル像""だと！！！！ 全文は載せませんが、理想のアイドル像 って書いてあった！！ え！なにこれ！ え！え？めっちゃ嬉しいじゃないですかこれ...笑 いやまあほら、人によってそりゃあ違うけどさ、ドルヲタから見た だからね！びっくりよ！ほんまに！！ ...って喜んでますが、理想のアイドル像ってなんやー？ あしゅのどこが理 Oz",2013/04/02,517,255,1271,4,D:\Nogizaka\project\blogs\asuka.saito\2013.04.02_月刊エンタメ買いました。読みました。中田と川後がメンバーの事をドルヲタ目線で語るというコーナーがあり、わくわくしながら読んだのです。。。 あしゅりんのことは、ドルヲタから見た理想のアイドル像だと！！！\2013.04.02_月刊エンタメ買いました。読みました。中田と川後がメンバーの事をドルヲタ目線で語るというコーナーがあり、わくわくしながら読んだのです。。。 あしゅりんのことは、ドルヲタから見た理想のアイドル像だと！！！.txt,1
asuka.saito, 藤井システム。いや......恋の藤井システム。たまこマーケットがおわってしまいました。これからどう過ごそうか...うぅうう。 というわけで将棋の勉強をしようと思います。どういうわけなんだろうか。笑  いやほら、能條さんやら斎藤さんやらにハブられてますんで暇なんですわ。笑  ハブになっちゃうぞ★シャー!!  ...ってなんだこれぇ...笑  そして前回のブログの長さね。笑 最後までキッチリ読む人いないしょー笑,2013/03/29,456,207,1776,3,D:\Nogizaka\project\blogs\asuka.saito\2013.03.29_ 藤井システム。いや......恋の藤井システム。たまこマーケットがおわってしまいました。これからどう過ごそうか...うぅうう。 というわけで将棋の勉強をしようと思います。どういうわけなんだろうか。笑\2013.03.29_ 藤井システム。いや......恋の藤井システム。たまこマーケットがおわってしまいました。これからどう過ごそうか...うぅうう。 というわけで将棋の勉強をしようと思います。どういうわけなんだろうか。笑.txt,1
asuka.saito,こないだ、ぢあると一緒にアイスを食べました。 某もちもち大福アイスを2人で1こずつ食べることになって、ぢある先に食べていいよーって渡したんです。 ちょっぴり溶けてたから急いで食べようとしてくれたみたいで、よし食べよ食べよ！  ってあけた瞬間......  今あけたばっかりなはずなのに、1つなくなっていたんです......。  え！なんで！？？  と思って、ぢあるの顔を見てみると...  え？歯ブラシしたー？んー？ って感じで口の周りに、ちょびっとだけ白いのがついててやっとわかりました。 ぢあるはあの、そこ,2013/03/25,495,255,6941,2,D:\Nogizaka\project\blogs\asuka.saito\2013.03.25_こないだ、ぢあると一緒にアイスを食べました。 某もちもち大福アイスを2人で1こずつ食べることになって、ぢある先に食べていいよーって渡したんです。 ちょっぴり溶けてたから急いで食べようとしてくれたみたい\2013.03.25_こないだ、ぢあると一緒にアイスを食べました。 某もちもち大福アイスを2人で1こずつ食べることになって、ぢある先に食べていいよーって渡したんです。 ちょっぴり溶けてたから急いで食べようとしてくれたみたい.txt,1
